Child's First Name,Ethnicity,Summation of Counts
STEVEN,WHITE NON HISP,62
SUBHAN,ASIAN AND PACI,20
SUMMER,ASIAN AND PACI,20
SUMMER,BLACK NON HISP,54
SUMMER,HISPANIC,26
SURY,WHITE NON HISP,62
SYDNEY,ASIAN AND PACI,26
SYDNEY,BLACK NON HISP,34
SYDNEY,WHITE NON HISP,76
SYED,ASIAN AND PACI,56
SYEDA,ASIAN AND PACI,20
SYLVIA,WHITE NON HISP,32
SYLVIE,WHITE NON HISP,20
Sabina,WHITE NON HISPANIC,22
Sabrina,ASIAN AND PACIFIC ISLANDER,62
Sabrina,HISPANIC,68
Sabrina,WHITE NON HISPANIC,98
Sadie,WHITE NON HISPANIC,200
Safa,ASIAN AND PACIFIC ISLANDER,22
Sage,WHITE NON HISPANIC,20
Saige,BLACK NON HISPANIC,22
Salma,WHITE NON HISPANIC,48
Salome,HISPANIC,22
Salvatore,WHITE NON HISPANIC,94
Sam,WHITE NON HISPANIC,136
Samantha,ASIAN AND PACIFIC ISLANDER,78
Samantha,BLACK NON HISPANIC,60
Samantha,HISPANIC,416
Samantha,WHITE NON HISPANIC,222
Samara,ASIAN AND PACIFIC ISLANDER,48
Samara,BLACK NON HISPANIC,20
Samir,BLACK NON HISPANIC,22
Samir,WHITE NON HISPANIC,52
Samira,WHITE NON HISPANIC,20
Samiyah,BLACK NON HISPANIC,24
Samuel,ASIAN AND PACIFIC ISLANDER,110
Samuel,BLACK NON HISPANIC,144
Samuel,HISPANIC,288
Samuel,WHITE NON HISPANIC,728
Sanaa,BLACK NON HISPANIC,56
Sanai,BLACK NON HISPANIC,58
Saniyah,BLACK NON HISPANIC,42
Santiago,HISPANIC,206
Santino,WHITE NON HISPANIC,56
Sara,ASIAN AND PACIFIC ISLANDER,74
Sara,HISPANIC,100
Sara,WHITE NON HISPANIC,504
Sarah,ASIAN AND PACIFIC ISLANDER,156
Sarah,BLACK NON HISPANIC,112
Sarah,HISPANIC,166
Sarah,WHITE NON HISPANIC,734
Sarai,BLACK NON HISPANIC,70
Sarai,HISPANIC,76
Sariah,BLACK NON HISPANIC,50
Sarina,ASIAN AND PACIFIC ISLANDER,22
Sasha,BLACK NON HISPANIC,24
Sasha,WHITE NON HISPANIC,52
Saul,HISPANIC,32
Savannah,BLACK NON HISPANIC,168
Savannah,HISPANIC,178
Savannah,WHITE NON HISPANIC,86
Savion,BLACK NON HISPANIC,20
Sawyer,WHITE NON HISPANIC,84
Scarlet,HISPANIC,42
Scarlett,ASIAN AND PACIFIC ISLANDER,64
Scarlett,BLACK NON HISPANIC,22
Scarlett,HISPANIC,314
Scarlett,WHITE NON HISPANIC,176
Sean,ASIAN AND PACIFIC ISLANDER,66
Sean,BLACK NON HISPANIC,50
Sean,HISPANIC,48
Sean,WHITE NON HISPANIC,180
Sebastian,ASIAN AND PACIFIC ISLANDER,60
Sebastian,BLACK NON HISPANIC,84
Sebastian,HISPANIC,852
Sebastian,WHITE NON HISPANIC,372
Selena,ASIAN AND PACIFIC ISLANDER,58
Selena,HISPANIC,48
Selina,ASIAN AND PACIFIC ISLANDER,82
Serena,ASIAN AND PACIFIC ISLANDER,76
Serena,WHITE NON HISPANIC,56
Serenity,BLACK NON HISPANIC,200
Serenity,HISPANIC,160
Sergio,HISPANIC,66
Seth,BLACK NON HISPANIC,20
Shaina,WHITE NON HISPANIC,74
Shaindel,WHITE NON HISPANIC,56
Shaindy,WHITE NON HISPANIC,226
Shalom,WHITE NON HISPANIC,48
Shane,BLACK NON HISPANIC,32
Shane,WHITE NON HISPANIC,62
Shania,BLACK NON HISPANIC,22
Sharon,ASIAN AND PACIFIC ISLANDER,66
Shawn,ASIAN AND PACIFIC ISLANDER,48
Shawn,BLACK NON HISPANIC,28
Shaya,WHITE NON HISPANIC,104
Shayan,ASIAN AND PACIFIC ISLANDER,20
Shayla,HISPANIC,22
Shayna,WHITE NON HISPANIC,24
Shea,WHITE NON HISPANIC,64
Sherlyn,HISPANIC,96
Shia,WHITE NON HISPANIC,138
Shifra,WHITE NON HISPANIC,76
Shiloh,BLACK NON HISPANIC,20
Shimon,WHITE NON HISPANIC,390
Shira,WHITE NON HISPANIC,88
Shirley,ASIAN AND PACIFIC ISLANDER,64
Shirley,HISPANIC,60
Shloime,WHITE NON HISPANIC,50
Shloimy,WHITE NON HISPANIC,52
Shlome,WHITE NON HISPANIC,76
Shlomo,WHITE NON HISPANIC,242
Shmiel,WHITE NON HISPANIC,74
Shmuel,WHITE NON HISPANIC,224
Shneur,WHITE NON HISPANIC,22
Sholom,WHITE NON HISPANIC,70
Shoshana,WHITE NON HISPANIC,64
Shraga,WHITE NON HISPANIC,40
Shreya,ASIAN AND PACIFIC ISLANDER,20
Shulem,WHITE NON HISPANIC,160
Siena,WHITE NON HISPANIC,58
Sienna,HISPANIC,20
Sienna,WHITE NON HISPANIC,182
Silas,WHITE NON HISPANIC,44
Sima,WHITE NON HISPANIC,52
Simcha,WHITE NON HISPANIC,106
Simon,ASIAN AND PACIFIC ISLANDER,20
Simon,WHITE NON HISPANIC,210
Simone,WHITE NON HISPANIC,84
Sincere,BLACK NON HISPANIC,72
Skye,BLACK NON HISPANIC,34
Skyla,BLACK NON HISPANIC,102
Skyla,HISPANIC,32
Skylah,BLACK NON HISPANIC,76
Skylah,HISPANIC,20
Skylar,BLACK NON HISPANIC,210
Skylar,HISPANIC,80
Skylar,WHITE NON HISPANIC,76
Skyler,BLACK NON HISPANIC,40
Skyler,HISPANIC,44
Sloane,WHITE NON HISPANIC,98
Sofia,ASIAN AND PACIFIC ISLANDER,96
Sofia,BLACK NON HISPANIC,54
Sofia,HISPANIC,772
Sofia,WHITE NON HISPANIC,464
Solomon,WHITE NON HISPANIC,172
Sophia,ASIAN AND PACIFIC ISLANDER,470
Sophia,BLACK NON HISPANIC,120
Sophia,HISPANIC,1100
Sophia,WHITE NON HISPANIC,718
Sophie,ASIAN AND PACIFIC ISLANDER,126
Sophie,HISPANIC,100
Sophie,WHITE NON HISPANIC,254
Spencer,WHITE NON HISPANIC,88
Stacy,HISPANIC,20
Stanley,ASIAN AND PACIFIC ISLANDER,60
Stanley,WHITE NON HISPANIC,20
Stella,ASIAN AND PACIFIC ISLANDER,64
Stella,HISPANIC,54
Stella,WHITE NON HISPANIC,284
Stephanie,ASIAN AND PACIFIC ISLANDER,68
Stephanie,HISPANIC,180
Stephen,BLACK NON HISPANIC,24
Stephen,HISPANIC,22
Stephen,WHITE NON HISPANIC,62
Steve,HISPANIC,24
Steven,ASIAN AND PACIFIC ISLANDER,102
Steven,BLACK NON HISPANIC,20
Steven,HISPANIC,298
Steven,WHITE NON HISPANIC,114
Summer,ASIAN AND PACIFIC ISLANDER,50
Summer,BLACK NON HISPANIC,62
Summer,HISPANIC,22
Summer,WHITE NON HISPANIC,48
Sunny,ASIAN AND PACIFIC ISLANDER,20
Suri,WHITE NON HISPANIC,52
Sury,WHITE NON HISPANIC,116
Sydney,ASIAN AND PACIFIC ISLANDER,26
Sydney,BLACK NON HISPANIC,84
Sydney,WHITE NON HISPANIC,114
Syed,ASIAN AND PACIFIC ISLANDER,86
Syeda,ASIAN AND PACIFIC ISLANDER,54
Sylvia,ASIAN AND PACIFIC ISLANDER,46
Sylvia,WHITE NON HISPANIC,52
Sylvie,WHITE NON HISPANIC,20
TALIA,BLACK NON HISP,22
TALIA,WHITE NON HISP,70
TAMAR,WHITE NON HISP,24
TAMIA,BLACK NON HISP,40
TASNIM,ASIAN AND PACI,20
TATIANA,HISPANIC,28
TAYLOR,BLACK NON HISP,142
TAYLOR,WHITE NON HISP,52
TENZIN,ASIAN AND PACI,122
TERRELL,BLACK NON HISP,20
TERRENCE,ASIAN AND PACI,28
TESSA,WHITE NON HISP,22
THEO,WHITE NON HISP,24
THEODORE,ASIAN AND PACI,24
THEODORE,WHITE NON HISP,170
THOMAS,ASIAN AND PACI,50
THOMAS,BLACK NON HISP,28
THOMAS,HISPANIC,40
THOMAS,WHITE NON HISP,252
TIANA,BLACK NON HISP,34
TIFFANY,ASIAN AND PACI,84
TIFFANY,HISPANIC,44
TIMOTHY,ASIAN AND PACI,32
TIMOTHY,BLACK NON HISP,20
TIMOTHY,WHITE NON HISP,48
TINA,ASIAN AND PACI,30
TOBY,WHITE NON HISP,104
TOMAS,WHITE NON HISP,20
TORI,BLACK NON HISP,26
TRINITY,BLACK NON HISP,38
TRISTAN,ASIAN AND PACI,46
TRISTAN,BLACK NON HISP,108
TRISTAN,HISPANIC,64
TRISTAN,WHITE NON HISP,58
TROY,BLACK NON HISP,26
TYLER,ASIAN AND PACI,80
TYLER,BLACK NON HISP,180
TYLER,HISPANIC,146
TYLER,WHITE NON HISP,102
TZIPORA,WHITE NON HISP,26
TZIVIA,WHITE NON HISP,22
TZVI,WHITE NON HISP,78
Talia,BLACK NON HISPANIC,32
Talia,WHITE NON HISPANIC,180
Tamar,WHITE NON HISPANIC,44
Tamia,BLACK NON HISPANIC,28
Tatiana,HISPANIC,46
Taylor,BLACK NON HISPANIC,226
Taylor,HISPANIC,80
Taylor,WHITE NON HISPANIC,96
Tenzin,ASIAN AND PACIFIC ISLANDER,262
Tess,WHITE NON HISPANIC,22
Tessa,WHITE NON HISPANIC,50
Thea,WHITE NON HISPANIC,22
Theo,WHITE NON HISPANIC,52
Theodore,ASIAN AND PACIFIC ISLANDER,78
Theodore,HISPANIC,22
Theodore,WHITE NON HISPANIC,440
Thiago,HISPANIC,150
Thomas,ASIAN AND PACIFIC ISLANDER,58
Thomas,BLACK NON HISPANIC,22
Thomas,HISPANIC,86
Thomas,WHITE NON HISPANIC,450
Tiana,BLACK NON HISPANIC,46
Tianna,BLACK NON HISPANIC,26
Tiffany,ASIAN AND PACIFIC ISLANDER,104
Tiffany,HISPANIC,76
Timothy,ASIAN AND PACIFIC ISLANDER,72
Timothy,BLACK NON HISPANIC,42
Timothy,HISPANIC,56
Timothy,WHITE NON HISPANIC,108
Tina,ASIAN AND PACIFIC ISLANDER,26
Toby,WHITE NON HISPANIC,194
Tomas,HISPANIC,36
Tony,ASIAN AND PACIFIC ISLANDER,52
Tori,BLACK NON HISPANIC,36
Tova,WHITE NON HISPANIC,30
Trany,WHITE NON HISPANIC,44
Travis,ASIAN AND PACIFIC ISLANDER,20
Travis,BLACK NON HISPANIC,50
Trinity,BLACK NON HISPANIC,82
Trinity,HISPANIC,42
Tristan,ASIAN AND PACIFIC ISLANDER,66
Tristan,BLACK NON HISPANIC,212
Tristan,HISPANIC,112
Tristan,WHITE NON HISPANIC,90
Tyler,ASIAN AND PACIFIC ISLANDER,140
Tyler,BLACK NON HISPANIC,334
Tyler,HISPANIC,158
Tyler,WHITE NON HISPANIC,156
Tzipora,WHITE NON HISPANIC,60
Tziporah,WHITE NON HISPANIC,24
Tzvi,WHITE NON HISPANIC,194
URIEL,HISPANIC,26
USHER,WHITE NON HISP,54
Uriel,HISPANIC,58
Usher,WHITE NON HISPANIC,90
VALENTINA,HISPANIC,136
VALENTINA,WHITE NON HISP,72
VALERIA,HISPANIC,74
VALERIE,HISPANIC,106
VALERIE,WHITE NON HISP,34
VANESSA,ASIAN AND PACI,30
VANESSA,BLACK NON HISP,34
VANESSA,HISPANIC,88
VANESSA,WHITE NON HISP,42
VERA,WHITE NON HISP,36
VERONICA,HISPANIC,30
VERONICA,WHITE NON HISP,54
VICKY,ASIAN AND PACI,50
VICTOR,ASIAN AND PACI,44
VICTOR,HISPANIC,112
VICTOR,WHITE NON HISP,62
VICTORIA,ASIAN AND PACI,50
VICTORIA,BLACK NON HISP,78
VICTORIA,HISPANIC,182
VICTORIA,WHITE NON HISP,218
VIHAAN,ASIAN AND PACI,20
VINCENT,ASIAN AND PACI,152
VINCENT,HISPANIC,28
VINCENT,WHITE NON HISP,82
VIOLET,ASIAN AND PACI,20
VIOLET,BLACK NON HISP,22
VIOLET,HISPANIC,34
VIOLET,WHITE NON HISP,94
VIRGINIA,WHITE NON HISP,24
VIVIAN,ASIAN AND PACI,80
VIVIAN,WHITE NON HISP,46
VIVIANA,HISPANIC,24
VIVIENNE,WHITE NON HISP,74
Valentina,HISPANIC,500
Valentina,WHITE NON HISPANIC,158
Valentino,HISPANIC,24
Valeria,HISPANIC,144
Valerie,HISPANIC,214
Valerie,WHITE NON HISPANIC,44
Valery,HISPANIC,54
Vanessa,ASIAN AND PACIFIC ISLANDER,44
Vanessa,HISPANIC,134
Vanessa,WHITE NON HISPANIC,30
Vera,WHITE NON HISPANIC,24
Veronica,WHITE NON HISPANIC,76
Vicky,ASIAN AND PACIFIC ISLANDER,70
Victor,ASIAN AND PACIFIC ISLANDER,50
Victor,HISPANIC,200
Victor,WHITE NON HISPANIC,114
Victoria,ASIAN AND PACIFIC ISLANDER,122
Victoria,BLACK NON HISPANIC,138
Victoria,HISPANIC,522
Victoria,WHITE NON HISPANIC,366
Vihaan,ASIAN AND PACIFIC ISLANDER,34
Vincent,ASIAN AND PACIFIC ISLANDER,186
Vincent,HISPANIC,86
Vincent,WHITE NON HISPANIC,184
Vincenzo,WHITE NON HISPANIC,22
Violet,BLACK NON HISPANIC,28
Violet,HISPANIC,96
Violet,WHITE NON HISPANIC,214
Violeta,HISPANIC,24
Vivian,ASIAN AND PACIFIC ISLANDER,144
Vivian,HISPANIC,20
Vivian,WHITE NON HISPANIC,214
Vivienne,WHITE NON HISPANIC,144
WENDY,HISPANIC,22
WESLEY,ASIAN AND PACI,36
WESLEY,HISPANIC,24
WESLEY,WHITE NON HISP,24
WILLA,WHITE NON HISP,34
WILLIAM,ASIAN AND PACI,186
WILLIAM,BLACK NON HISP,44
WILLIAM,HISPANIC,146
WILLIAM,WHITE NON HISP,324
WILSON,ASIAN AND PACI,30
WILSON,HISPANIC,22
WINNIE,ASIAN AND PACI,58
WINSTON,ASIAN AND PACI,24
WYATT,WHITE NON HISP,44
WYNTER,BLACK NON HISP,20
Walter,HISPANIC,20
Walter,WHITE NON HISPANIC,26
Wendy,HISPANIC,62
Wesley,ASIAN AND PACIFIC ISLANDER,64
Wesley,HISPANIC,22
Wesley,WHITE NON HISPANIC,56
Weston,WHITE NON HISPANIC,22
Willa,WHITE NON HISPANIC,88
William,ASIAN AND PACIFIC ISLANDER,292
William,BLACK NON HISPANIC,114
William,HISPANIC,250
William,WHITE NON HISPANIC,720
Wilson,ASIAN AND PACIFIC ISLANDER,58
Wilson,HISPANIC,20
Winnie,ASIAN AND PACIFIC ISLANDER,74
Winston,ASIAN AND PACIFIC ISLANDER,52
Winston,WHITE NON HISPANIC,22
Winter,BLACK NON HISPANIC,32
Wolf,WHITE NON HISPANIC,48
Wyatt,BLACK NON HISPANIC,20
Wyatt,WHITE NON HISPANIC,130
Wynter,BLACK NON HISPANIC,50
XAVIER,BLACK NON HISP,82
XAVIER,HISPANIC,180
XAVIER,WHITE NON HISP,30
XIMENA,HISPANIC,30
XIN,ASIAN AND PACI,34
Xander,HISPANIC,24
Xavier,ASIAN AND PACIFIC ISLANDER,44
Xavier,BLACK NON HISPANIC,196
Xavier,HISPANIC,314
Xavier,WHITE NON HISPANIC,86
Ximena,HISPANIC,90
YAAKOV,WHITE NON HISP,98
YADIEL,HISPANIC,52
YAEL,HISPANIC,30
YAEL,WHITE NON HISP,46
YAHIR,HISPANIC,38
YAKOV,WHITE NON HISP,122
YAMILETH,HISPANIC,24
YANDEL,HISPANIC,36
YARA,WHITE NON HISP,20
YARETZI,HISPANIC,96
YARIEL,HISPANIC,20
YECHEZKEL,WHITE NON HISP,26
YECHIEL,WHITE NON HISP,56
YEHOSHUA,WHITE NON HISP,44
YEHUDA,WHITE NON HISP,164
YEHUDIS,WHITE NON HISP,34
YESENIA,HISPANIC,22
YIDES,WHITE NON HISP,58
YISRAEL,WHITE NON HISP,22
YISROEL,WHITE NON HISP,166
YITTA,WHITE NON HISP,24
YITTY,WHITE NON HISP,86
YITZCHAK,WHITE NON HISP,28
YITZCHOK,WHITE NON HISP,136
YOCHEVED,WHITE NON HISP,64
YOEL,WHITE NON HISP,46
YONA,WHITE NON HISP,20
YOSEF,WHITE NON HISP,232
YOSSI,WHITE NON HISP,22
YOUSEF,WHITE NON HISP,26
YOUSSEF,WHITE NON HISP,22
YUSUF,ASIAN AND PACI,30
YUSUF,WHITE NON HISP,28
Yaakov,WHITE NON HISPANIC,216
Yadiel,HISPANIC,70
Yael,WHITE NON HISPANIC,62
Yahir,HISPANIC,72
Yahya,WHITE NON HISPANIC,22
Yakov,WHITE NON HISPANIC,212
Yamileth,HISPANIC,24
Yandel,HISPANIC,30
Yanky,WHITE NON HISPANIC,24
Yaretzi,HISPANIC,114
Yariel,HISPANIC,44
Yaseen,WHITE NON HISPANIC,24
Yasmin,HISPANIC,20
Yasmin,WHITE NON HISPANIC,28
Yasmina,WHITE NON HISPANIC,22
Yasmine,WHITE NON HISPANIC,24
Yassin,WHITE NON HISPANIC,28
Yechiel,WHITE NON HISPANIC,136
Yehoshua,WHITE NON HISPANIC,96
Yehuda,WHITE NON HISPANIC,322
Yehudis,WHITE NON HISPANIC,90
Yeshaya,WHITE NON HISPANIC,22
Yidel,WHITE NON HISPANIC,20
Yides,WHITE NON HISPANIC,90
Yisrael,WHITE NON HISPANIC,28
Yisroel,WHITE NON HISPANIC,298
Yitty,WHITE NON HISPANIC,198
Yitzchak,WHITE NON HISPANIC,50
Yitzchok,WHITE NON HISPANIC,280
Yocheved,WHITE NON HISPANIC,112
Yoel,WHITE NON HISPANIC,56
Yosef,WHITE NON HISPANIC,452
Yossi,WHITE NON HISPANIC,66
Yousef,WHITE NON HISPANIC,64
Youssef,WHITE NON HISPANIC,94
Yusuf,WHITE NON HISPANIC,78
ZACHARY,ASIAN AND PACI,70
ZACHARY,BLACK NON HISP,52
ZACHARY,HISPANIC,46
ZACHARY,WHITE NON HISP,206
ZAHRA,ASIAN AND PACI,28
ZAIN,ASIAN AND PACI,24
ZAIN,WHITE NON HISP,20
ZAINAB,ASIAN AND PACI,36
ZAIRE,BLACK NON HISP,46
ZALMEN,WHITE NON HISP,24
ZARA,ASIAN AND PACI,34
ZAYAN,ASIAN AND PACI,20
ZAYDEN,HISPANIC,26
ZEV,WHITE NON HISP,96
ZION,BLACK NON HISP,86
ZION,HISPANIC,36
ZISSY,WHITE NON HISP,64
ZOE,ASIAN AND PACI,64
ZOE,BLACK NON HISP,72
ZOE,HISPANIC,134
ZOE,WHITE NON HISP,186
ZOEY,ASIAN AND PACI,40
ZOEY,BLACK NON HISP,44
ZOEY,HISPANIC,62
ZOEY,WHITE NON HISP,50
ZURI,BLACK NON HISP,20
Zachariah,BLACK NON HISPANIC,20
Zachary,ASIAN AND PACIFIC ISLANDER,92
Zachary,BLACK NON HISPANIC,118
Zachary,HISPANIC,104
Zachary,WHITE NON HISPANIC,338
Zahir,BLACK NON HISPANIC,28
Zahra,ASIAN AND PACIFIC ISLANDER,28
Zaiden,BLACK NON HISPANIC,28
Zain,ASIAN AND PACIFIC ISLANDER,50
Zainab,ASIAN AND PACIFIC ISLANDER,96
Zaire,BLACK NON HISPANIC,94
Zalmen,WHITE NON HISPANIC,24
Zamir,BLACK NON HISPANIC,20
Zane,BLACK NON HISPANIC,20
Zaniyah,BLACK NON HISPANIC,44
Zara,ASIAN AND PACIFIC ISLANDER,118
Zara,BLACK NON HISPANIC,48
Zara,HISPANIC,22
Zariah,BLACK NON HISPANIC,42
Zayan,ASIAN AND PACIFIC ISLANDER,58
Zayden,BLACK NON HISPANIC,52
Zayden,HISPANIC,26
Zelda,WHITE NON HISPANIC,46
Zendaya,BLACK NON HISPANIC,26
Zev,WHITE NON HISPANIC,196
Zion,BLACK NON HISPANIC,186
Zion,HISPANIC,20
Zissy,WHITE NON HISPANIC,90
Zoe,ASIAN AND PACIFIC ISLANDER,166
Zoe,BLACK NON HISPANIC,136
Zoe,HISPANIC,352
Zoe,WHITE NON HISPANIC,360
Zoey,ASIAN AND PACIFIC ISLANDER,96
Zoey,BLACK NON HISPANIC,136
Zoey,HISPANIC,146
Zoey,WHITE NON HISPANIC,100
Zoya,ASIAN AND PACIFIC ISLANDER,32
Zuri,BLACK NON HISPANIC,74
